10.1.32.179 - - [31/Mar/2013:02:40:59 +0530] "GET /faces/support/gc.jsp HTTP/1.0" 302 - "-" "Wget/1.12 (linux-gnu)"
125.19.235.212 - - [31/Mar/2013:02:47:55 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:48:44 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
123.201.200.131 - - [31/Mar/2013:02:49:36 +0530] "GET /sysinfo.jsp?s1=1&s2=1&s3=1&s4=1&s5=1&s6=1&s7=1&s8=1&s9=1&s10=1&jndiName=jdbc%2Fbit&contextName= HTTP/1.1" 200 9215 "http://exclusive1.bagittoday.com/sysinfo.jsp" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:49:36 +0530] "GET /sysinfo.jsp?s1=1&s2=1&s3=1&s4=1&s5=1&s6=1&s7=1&s8=1&s9=1&s10=1&jndiName=jdbc%2Fbit&contextName= HTTP/1.1" 200 9215 "http://exclusive1.bagittoday.com/sysinfo.jsp" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
125.19.235.212 - - [31/Mar/2013:02:49:43 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:50:46 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
123.201.200.131 - - [31/Mar/2013:02:52:43 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:52:43 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:52:45 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:52:45 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
125.19.235.212 - - [31/Mar/2013:02:53:08 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:53:55 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:53:55 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 273979 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:53:55 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
10.1.32.179 - - [31/Mar/2013:02:54:22 +0530] "GET /faces/cache/flushOrgAndAppCache.jsp?param=orgCacheflush=true HTTP/1.1" 200 106 "-" "Java/1.7.0_09-icedtea"
123.201.200.131 - - [31/Mar/2013:02:54:22 +0530] "GET /faces/cache/clearCache.jsp?nodes=http://exclusive1.bagittoday.com:18080/faces/cache/flushOrgAndAppCache.jsp?param=orgCache,http://exclusive1.bagittoday.com:28080/faces/cache/flushOrgAndAppCache.jsp?param=orgCache,http://exclusive2.bagittoday.com:18080/faces/cache/flushOrgAndAppCache.jsp?param=orgCache,http://exclusive2.bagittoday.com:28080/faces/cache/flushOrgAndAppCache.jsp?param=orgCache HTTP/1.1" 200 133 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:54:22 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:54:23 +0530] "GET /sysinfo.jsp?s1=1&s2=1&s3=1&s4=1&s5=1&s6=1&s7=1&s8=1&s9=1&s10=1&jndiName=jdbc%2Fbit&contextName= HTTP/1.1" 200 9216 "http://exclusive1.bagittoday.com/sysinfo.jsp" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:54:23 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:54:29 +0530] "GET /faces/jsp/indexWeb.jsp HTTP/1.1" 302 - "http://exclusive1.bagittoday.com/Accessories/c-41/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
125.19.235.212 - - [31/Mar/2013:02:54:55 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
123.201.200.131 - - [31/Mar/2013:02:54:58 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 277134 "http://exclusive1.bagittoday.com/Accessories/c-41/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:54:58 +0530] "POST /faces/jsp/jqAjaxResponse.jsp?flag=updateCartSize&catalogueID=2 HTTP/1.1" 200 2191 "http://exclusive1.bagittoday.com/faces/tiles/catalogue.jsp?catalogueID=2" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:02:54:59 +0530] "POST /faces/jsp/jqAjaxResponse.jsp?flag=rentlyView HTTP/1.1" 200 3477 "http://exclusive1.bagittoday.com/faces/tiles/catalogue.jsp?catalogueID=2" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
125.19.235.212 - - [31/Mar/2013:02:55:08 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:55:54 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:56:08 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:56:54 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:57:09 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
106.205.36.178 - - [31/Mar/2013:02:57:23 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 277134 "-" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
106.205.36.178 - - [31/Mar/2013:02:57:26 +0530] "GET /errorPage.htm HTTP/1.1" 404 992 "http://exclusive.bagittoday.com/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
125.19.235.212 - - [31/Mar/2013:02:57:57 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:02:58:09 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
106.205.36.178 - - [31/Mar/2013:02:58:23 +0530] "POST /faces/jsp/jqAjaxResponse.jsp?flag=updateCartSize&catalogueID=2 HTTP/1.1" 200 2190 "http://exclusive.bagittoday.com/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
106.205.36.178 - - [31/Mar/2013:02:58:23 +0530] "POST /faces/jsp/jqAjaxResponse.jsp?flag=rentlyView HTTP/1.1" 200 324 "http://exclusive.bagittoday.com/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
125.19.235.212 - - [31/Mar/2013:02:58:57 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
106.205.36.178 - - [31/Mar/2013:02:59:00 +0530] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 1049 "-" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
106.205.36.178 - - [31/Mar/2013:02:59:00 +0530] "GET /apple-touch-icon.png HTTP/1.1" 404 1013 "-" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
125.19.235.212 - - [31/Mar/2013:02:59:57 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:00:14 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:00:57 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:01:14 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
106.205.36.178 - - [31/Mar/2013:03:01:52 +0530] "GET /faces/jsp/jqAjaxResponseForBoutique.jsp?flag=autoScrollBoutique&boutiqueCount=1&autoScrollBoutiqueId=1388,1165 HTTP/1.1" 200 2827 "http://exclusive.bagittoday.com/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
125.19.235.212 - - [31/Mar/2013:03:01:56 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
106.205.36.178 - - [31/Mar/2013:03:02:02 +0530] "GET /faces/jsp/jqAjaxResponseForBoutique.jsp?flag=autoScrollBoutique&boutiqueCount=1&autoScrollBoutiqueId=1265,1258 HTTP/1.1" 200 2718 "http://exclusive.bagittoday.com/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
106.205.36.178 - - [31/Mar/2013:03:02:08 +0530] "GET /faces/jsp/jqAjaxResponseForBoutique.jsp?flag=autoScrollBoutique&boutiqueCount=1&autoScrollBoutiqueId=1166,1183 HTTP/1.1" 200 2729 "http://exclusive.bagittoday.com/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
106.205.36.178 - - [31/Mar/2013:03:02:14 +0530] "GET /faces/jsp/jqAjaxResponseForBoutique.jsp?flag=autoScrollBoutique&boutiqueCount=1&autoScrollBoutiqueId=1396,1386 HTTP/1.1" 200 2859 "http://exclusive.bagittoday.com/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
125.19.235.212 - - [31/Mar/2013:03:02:14 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
106.205.36.178 - - [31/Mar/2013:03:02:24 +0530] "GET /faces/tiles/boutique.jsp?catalogueID=2&boutiqueID=1265 HTTP/1.1" 200 330408 "http://exclusive.bagittoday.com/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
106.205.36.178 - - [31/Mar/2013:03:02:27 +0530] "GET /errorPage.htm HTTP/1.1" 404 992 "http://exclusive.bagittoday.com/health-care/b-1265/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
106.205.36.178 - - [31/Mar/2013:03:02:48 +0530] "POST /faces/jsp/jqAjaxResponse.jsp?flag=updateCartSize&catalogueID=2 HTTP/1.1" 200 2190 "http://exclusive.bagittoday.com/health-care/b-1265/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
106.205.36.178 - - [31/Mar/2013:03:02:48 +0530] "POST /faces/jsp/jqAjaxResponse.jsp?flag=rentlyView HTTP/1.1" 200 324 "http://exclusive.bagittoday.com/health-care/b-1265/" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
125.19.235.212 - - [31/Mar/2013:03:02:56 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
106.205.36.178 - - [31/Mar/2013:03:03:01 +0530] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 1049 "-" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
106.205.36.178 - - [31/Mar/2013:03:03:01 +0530] "GET /apple-touch-icon.png HTTP/1.1" 404 1013 "-" "Mozilla/5.0 (Linux; Android 4.1.2; GT-P3100 Build/JZO54K) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.169 Safari/537.22"
125.19.235.212 - - [31/Mar/2013:03:03:56 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:04:17 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:04:56 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:05:25 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:05:59 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:06:25 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:06:59 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:07:30 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:07:58 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:08:42 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:09:01 +0530] "GET /puma-t-shirt/pr-16682_c-36/ HTTP/1.1" 200 8233 "-" "WinHTTP ActiveXperts"
123.201.200.131 - - [31/Mar/2013:03:11:48 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:11:48 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:11:49 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:11:51 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:11:55 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:11:55 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:11:57 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:11:58 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:12:04 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:12:04 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
10.1.32.179 - - [31/Mar/2013:03:12:23 +0530] "GET /faces/cache/flushOrgAndAppCache.jsp?param=orgCacheflush=true HTTP/1.1" 200 106 "-" "Java/1.7.0_09-icedtea"
125.19.235.212 - - [31/Mar/2013:03:12:30 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 273979 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:12:30 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 273979 "-" "WinHTTP ActiveXperts"
123.201.200.131 - - [31/Mar/2013:03:12:58 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:15:12 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:15:49 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
125.19.235.212 - - [31/Mar/2013:03:16:50 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 273979 "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:18:50 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:19:54 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
125.19.235.212 - - [31/Mar/2013:03:21:53 +0530] "GET /faces/tiles/catalogue.jsp?catalogueID=2 HTTP/1.1" 200 - "-" "WinHTTP ActiveXperts"
123.201.200.131 - - [31/Mar/2013:03:22:19 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
123.201.200.131 - - [31/Mar/2013:03:22:34 +0530] "GET /favicon.ico HTTP/1.1" 404 986 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
